,oc_name,rank,slot_code,pass_rate_min,pass_rate_max,coefficient
128,Blast from the Past,7,Muscle#1,85,86,21.067
129,Blast from the Past,7,Muscle#1,84,85,21
130,Blast from the Past,7,Muscle#1,83,84,20.4
131,Blast from the Past,7,Muscle#1,82,83,19.8
132,Blast from the Past,7,Muscle#1,81,82,19.2
133,Blast from the Past,7,Muscle#1,80,81,18.6
134,Blast from the Past,7,Muscle#1,79,80,18
135,Blast from the Past,7,Muscle#1,78,79,17.4
136,Blast from the Past,7,Muscle#1,77,78,16.8
137,Blast from the Past,7,Muscle#1,76,77,16.2
138,Blast from the Past,7,Muscle#1,75,76,15.6
139,Blast from the Past,7,Muscle#1,74,75,15
140,Blast from the Past,7,Muscle#1,73,74,14.4
141,Blast from the Past,7,Muscle#1,72,73,13.8
142,Blast from the Past,7,Muscle#1,71,72,13.2
143,Blast from the Past,7,Muscle#1,70,71,12.6
144,Blast from the Past,7,Muscle#1,69,70,12
145,Blast from the Past,7,Muscle#1,68,69,10.8
146,Blast from the Past,7,Muscle#1,67,68,9.6
147,Blast from the Past,7,Muscle#1,66,67,8.4
148,Blast from the Past,7,Muscle#1,65,66,7.2
149,Blast from the Past,7,Muscle#1,64,65,6
150,Blast from the Past,7,Picklock#1,99,100,12
151,Blast from the Past,7,Picklock#1,98,99,11.95
152,Blast from the Past,7,Picklock#1,97,98,11.9
153,Blast from the Past,7,Picklock#1,96,97,11.85
154,Blast from the Past,7,Picklock#1,95,96,11.8
155,Blast from the Past,7,Picklock#1,94,95,11.75
156,Blast from the Past,7,Picklock#1,93,94,11.7
157,Blast from the Past,7,Picklock#1,92,93,11.65
158,Blast from the Past,7,Picklock#1,91,92,11.6
159,Blast from the Past,7,Picklock#1,90,91,11.55
160,Blast from the Past,7,Picklock#1,89,90,11.5
161,Blast from the Past,7,Picklock#1,88,89,11.45
162,Blast from the Past,7,Picklock#1,87,88,11.4
163,Blast from the Past,7,Picklock#1,86,87,11.35
164,Blast from the Past,7,Picklock#1,85,86,11.3
165,Blast from the Past,7,Picklock#1,84,85,11.25
166,Blast from the Past,7,Picklock#1,83,84,11.2
167,Blast from the Past,7,Picklock#1,82,83,11.15
168,Blast from the Past,7,Picklock#1,81,82,11.1
169,Blast from the Past,7,Picklock#1,80,81,11.05
170,Blast from the Past,7,Picklock#1,79,80,11
171,Blast from the Past,7,Picklock#1,78,79,10.8
172,Blast from the Past,7,Picklock#1,77,78,10.6
173,Blast from the Past,7,Picklock#1,76,77,10.4
174,Blast from the Past,7,Picklock#1,75,76,10.2
175,Blast from the Past,7,Picklock#1,74,75,10
176,Blast from the Past,7,Picklock#1,73,74,9.8
177,Blast from the Past,7,Picklock#1,72,73,9.6
178,Blast from the Past,7,Picklock#1,71,72,9.4
179,Blast from the Past,7,Picklock#1,70,71,9.2
180,Blast from the Past,7,Picklock#1,69,70,9
181,Blast from the Past,7,Picklock#1,68,69,8.8
182,Blast from the Past,7,Picklock#1,67,68,8.6
183,Blast from the Past,7,Picklock#1,66,67,8.4
184,Blast from the Past,7,Picklock#1,65,66,8.2
185,Blast from the Past,7,Picklock#1,64,65,8
186,Blast from the Past,7,Picklock#1,63,64,7.4
187,Blast from the Past,7,Picklock#1,62,63,6.8
188,Blast from the Past,7,Picklock#1,61,62,6.2
189,Blast from the Past,7,Picklock#1,60,61,5.6
190,Blast from the Past,7,Picklock#1,54,60,5
191,Blast from the Past,7,Picklock#2,99,100,11
192,Blast from the Past,7,Picklock#2,98,99,10.95
193,Blast from the Past,7,Picklock#2,97,98,10.9
194,Blast from the Past,7,Picklock#2,96,97,10.85
195,Blast from the Past,7,Picklock#2,95,96,10.8
196,Blast from the Past,7,Picklock#2,94,95,10.75
197,Blast from the Past,7,Picklock#2,93,94,10.7
198,Blast from the Past,7,Picklock#2,92,93,10.65
199,Blast from the Past,7,Picklock#2,91,92,10.6
200,Blast from the Past,7,Picklock#2,90,91,10.55
201,Blast from the Past,7,Picklock#2,89,90,10.5
202,Blast from the Past,7,Picklock#2,88,89,10.45
203,Blast from the Past,7,Picklock#2,87,88,10.4
204,Blast from the Past,7,Picklock#2,86,87,10.35
205,Blast from the Past,7,Picklock#2,85,86,10.3
206,Blast from the Past,7,Picklock#2,84,85,10.25
207,Blast from the Past,7,Picklock#2,83,84,10.2
208,Blast from the Past,7,Picklock#2,82,83,10.15
209,Blast from the Past,7,Picklock#2,81,82,10.1
210,Blast from the Past,7,Picklock#2,80,81,10.05
211,Blast from the Past,7,Picklock#2,79,80,10
212,Blast from the Past,7,Picklock#2,78,79,9.8
213,Blast from the Past,7,Picklock#2,77,78,9.6
214,Blast from the Past,7,Picklock#2,76,77,9.4
215,Blast from the Past,7,Picklock#2,75,76,9.2
216,Blast from the Past,7,Picklock#2,74,75,9
217,Blast from the Past,7,Picklock#2,73,74,8.8
218,Blast from the Past,7,Picklock#2,72,73,8.6
219,Blast from the Past,7,Picklock#2,71,72,8.4
220,Blast from the Past,7,Picklock#2,70,71,8.2
221,Blast from the Past,7,Picklock#2,69,70,8
222,Blast from the Past,7,Picklock#2,68,69,7.8
223,Blast from the Past,7,Picklock#2,67,68,7.6
224,Blast from the Past,7,Picklock#2,66,67,7.4
225,Blast from the Past,7,Picklock#2,65,66,7.2
226,Blast from the Past,7,Picklock#2,64,65,7
227,Blast from the Past,7,Picklock#2,63,64,6.8
228,Blast from the Past,7,Picklock#2,62,63,6.6
229,Blast from the Past,7,Picklock#2,61,62,6.4
230,Blast from the Past,7,Picklock#2,60,61,6.2
231,Blast from the Past,7,Picklock#2,54,60,6
232,Break the Bank,8,Muscle#1,99,100,26
233,Break the Bank,8,Muscle#1,98,99,25.95
234,Break the Bank,8,Muscle#1,97,98,25.9
235,Break the Bank,8,Muscle#1,96,97,25.85
236,Break the Bank,8,Muscle#1,95,96,25.8
237,Break the Bank,8,Muscle#1,94,95,25.75
238,Break the Bank,8,Muscle#1,93,94,25.7
239,Break the Bank,8,Muscle#1,92,93,25.65
240,Break the Bank,8,Muscle#1,91,92,25.6
241,Break the Bank,8,Muscle#1,90,91,25.55
242,Break the Bank,8,Muscle#1,89,90,25.5
243,Break the Bank,8,Muscle#1,88,89,25.45
244,Break the Bank,8,Muscle#1,87,88,25.4
245,Break the Bank,8,Muscle#1,86,87,25.35
246,Break the Bank,8,Muscle#1,85,86,25.3
247,Break the Bank,8,Muscle#1,84,85,25.25
248,Break the Bank,8,Muscle#1,83,84,25.2
249,Break the Bank,8,Muscle#1,82,83,25.15
250,Break the Bank,8,Muscle#1,81,82,25.1
251,Break the Bank,8,Muscle#1,80,81,25.05
252,Break the Bank,8,Muscle#1,79,80,25
253,Break the Bank,8,Muscle#1,78,79,24.5
254,Break the Bank,8,Muscle#1,77,78,24
255,Break the Bank,8,Muscle#1,76,77,23.5
256,Break the Bank,8,Muscle#1,75,76,23
257,Break the Bank,8,Muscle#1,74,75,22.5
258,Break the Bank,8,Muscle#1,73,74,22
259,Break the Bank,8,Muscle#1,72,73,21.6
260,Break the Bank,8,Muscle#1,71,72,21.2
261,Break the Bank,8,Muscle#1,70,71,20.8
262,Break the Bank,8,Muscle#1,69,70,20.4
263,Break the Bank,8,Muscle#1,68,69,20
264,Break the Bank,8,Muscle#1,67,68,19.25
265,Break the Bank,8,Muscle#1,66,67,18.5
266,Break the Bank,8,Muscle#1,65,66,17.75
267,Break the Bank,8,Muscle#1,64,65,17
268,Break the Bank,8,Muscle#2,99,100,23
269,Break the Bank,8,Muscle#2,98,99,22.95
270,Break the Bank,8,Muscle#2,97,98,22.9
271,Break the Bank,8,Muscle#2,96,97,22.85
272,Break the Bank,8,Muscle#2,95,96,22.8
273,Break the Bank,8,Muscle#2,94,95,22.75
274,Break the Bank,8,Muscle#2,93,94,22.7
275,Break the Bank,8,Muscle#2,92,93,22.65
276,Break the Bank,8,Muscle#2,91,92,22.6
277,Break the Bank,8,Muscle#2,90,91,22.55
278,Break the Bank,8,Muscle#2,89,90,22.5
279,Break the Bank,8,Muscle#2,88,89,22.45
280,Break the Bank,8,Muscle#2,87,88,22.4
281,Break the Bank,8,Muscle#2,86,87,22.35
282,Break the Bank,8,Muscle#2,85,86,22.3
283,Break the Bank,8,Muscle#2,84,85,22.25
284,Break the Bank,8,Muscle#2,83,84,22.2
285,Break the Bank,8,Muscle#2,82,83,22.15
286,Break the Bank,8,Muscle#2,81,82,22.1
287,Break the Bank,8,Muscle#2,80,81,22.05
288,Break the Bank,8,Muscle#2,79,80,22
289,Break the Bank,8,Muscle#2,78,79,21.834
290,Break the Bank,8,Muscle#2,77,78,21.667
291,Break the Bank,8,Muscle#2,76,77,21.5
292,Break the Bank,8,Muscle#2,75,76,21.334
293,Break the Bank,8,Muscle#2,74,75,21.167
294,Break the Bank,8,Muscle#2,73,74,21
295,Break the Bank,8,Muscle#2,72,73,20.6
296,Break the Bank,8,Muscle#2,71,72,20.2
297,Break the Bank,8,Muscle#2,70,71,19.8
298,Break the Bank,8,Muscle#2,69,70,19.4
299,Break the Bank,8,Muscle#2,68,69,19
300,Break the Bank,8,Muscle#2,67,68,18.25
301,Break the Bank,8,Muscle#2,66,67,17.5
302,Break the Bank,8,Muscle#2,65,66,16.75
303,Break the Bank,8,Muscle#2,64,65,16
304,Break the Bank,8,Muscle#2,63,64,15.2
305,Break the Bank,8,Muscle#2,62,63,14.4
306,Break the Bank,8,Muscle#2,61,62,13.6
307,Break the Bank,8,Muscle#2,60,61,12.8
308,Break the Bank,8,Muscle#2,59,60,12
309,Break the Bank,8,Muscle#3,99,100,27
310,Break the Bank,8,Muscle#3,98,99,26.95
311,Break the Bank,8,Muscle#3,97,98,26.9
312,Break the Bank,8,Muscle#3,96,97,26.85
313,Break the Bank,8,Muscle#3,95,96,26.8
314,Break the Bank,8,Muscle#3,94,95,26.75
315,Break the Bank,8,Muscle#3,93,94,26.7
316,Break the Bank,8,Muscle#3,92,93,26.65
317,Break the Bank,8,Muscle#3,91,92,26.6
318,Break the Bank,8,Muscle#3,90,91,26.55
319,Break the Bank,8,Muscle#3,89,90,26.5
320,Break the Bank,8,Muscle#3,88,89,26.45
321,Break the Bank,8,Muscle#3,87,88,26.4
322,Break the Bank,8,Muscle#3,86,87,26.35
323,Break the Bank,8,Muscle#3,85,86,26.3
324,Break the Bank,8,Muscle#3,84,85,26.25
325,Break the Bank,8,Muscle#3,83,84,26.2
326,Break the Bank,8,Muscle#3,82,83,26.15
327,Break the Bank,8,Muscle#3,81,82,26.1
328,Break the Bank,8,Muscle#3,80,81,26.05
329,Break the Bank,8,Muscle#3,79,80,26
330,Break the Bank,8,Muscle#3,78,79,25.834
331,Break the Bank,8,Muscle#3,77,78,25.667
332,Break the Bank,8,Muscle#3,76,77,25.5
333,Break the Bank,8,Muscle#3,75,76,25.334
334,Break the Bank,8,Muscle#3,74,75,25.167
335,Break the Bank,8,Muscle#3,73,74,25
336,Break the Bank,8,Muscle#3,72,73,23.6
337,Break the Bank,8,Muscle#3,71,72,22.2
338,Break the Bank,8,Muscle#3,70,71,20.8
339,Break the Bank,8,Muscle#3,69,70,19.4
340,Break the Bank,8,Muscle#3,68,69,18
341,Break the Bank,8,Muscle#3,67,68,17.25
342,Break the Bank,8,Muscle#3,66,67,16.5
343,Break the Bank,8,Muscle#3,65,66,15.75
344,Break the Bank,8,Muscle#3,64,65,15
345,Break the Bank,8,Robber#1,99,100,26
346,Break the Bank,8,Robber#1,98,99,25.95
347,Break the Bank,8,Robber#1,97,98,25.9
348,Break the Bank,8,Robber#1,96,97,25.85
349,Break the Bank,8,Robber#1,95,96,25.8
350,Break the Bank,8,Robber#1,94,95,25.75
351,Break the Bank,8,Robber#1,93,94,25.7
352,Break the Bank,8,Robber#1,92,93,25.65
353,Break the Bank,8,Robber#1,91,92,25.6
354,Break the Bank,8,Robber#1,90,91,25.55
355,Break the Bank,8,Robber#1,89,90,25.5
356,Break the Bank,8,Robber#1,88,89,25.45
357,Break the Bank,8,Robber#1,87,88,25.4
358,Break the Bank,8,Robber#1,86,87,25.35
359,Break the Bank,8,Robber#1,85,86,25.3
360,Break the Bank,8,Robber#1,84,85,25.25
361,Break the Bank,8,Robber#1,83,84,25.2
362,Break the Bank,8,Robber#1,82,83,25.15
363,Break the Bank,8,Robber#1,81,82,25.1
364,Break the Bank,8,Robber#1,80,81,25.05
365,Break the Bank,8,Robber#1,79,80,25
366,Break the Bank,8,Robber#1,78,79,24.625
367,Break the Bank,8,Robber#1,77,78,24.25
368,Break the Bank,8,Robber#1,76,77,23.875
369,Break the Bank,8,Robber#1,75,76,23.5
370,Break the Bank,8,Robber#1,74,75,23.125
371,Break the Bank,8,Robber#1,73,74,22.75
372,Break the Bank,8,Robber#1,72,73,22.375
373,Break the Bank,8,Robber#1,71,72,22
374,Break the Bank,8,Robber#1,70,71,21.5
375,Break the Bank,8,Robber#1,69,70,21
376,Break the Bank,8,Robber#1,68,69,20.5
377,Break the Bank,8,Robber#1,67,68,20
378,Break the Bank,8,Robber#1,66,67,19
379,Break the Bank,8,Robber#1,65,66,18
380,Break the Bank,8,Robber#1,64,65,17
381,Break the Bank,8,Thief#1,99,100,23
382,Break the Bank,8,Thief#1,98,99,22.95
383,Break the Bank,8,Thief#1,97,98,22.9
384,Break the Bank,8,Thief#1,96,97,22.85
385,Break the Bank,8,Thief#1,95,96,22.8
386,Break the Bank,8,Thief#1,94,95,22.75
387,Break the Bank,8,Thief#1,93,94,22.7
388,Break the Bank,8,Thief#1,92,93,22.65
389,Break the Bank,8,Thief#1,91,92,22.6
390,Break the Bank,8,Thief#1,90,91,22.55
391,Break the Bank,8,Thief#1,89,90,22.5
392,Break the Bank,8,Thief#1,88,89,22.45
393,Break the Bank,8,Thief#1,87,88,22.4
394,Break the Bank,8,Thief#1,86,87,22.35
395,Break the Bank,8,Thief#1,85,86,22.3
396,Break the Bank,8,Thief#1,84,85,22.25
397,Break the Bank,8,Thief#1,83,84,22.2
398,Break the Bank,8,Thief#1,82,83,22.15
399,Break the Bank,8,Thief#1,81,82,22.1
400,Break the Bank,8,Thief#1,80,81,22.05
401,Break the Bank,8,Thief#1,73,80,22
402,Break the Bank,8,Thief#1,72,73,21.4
403,Break the Bank,8,Thief#1,71,72,20.8
404,Break the Bank,8,Thief#1,70,71,20.2
405,Break the Bank,8,Thief#1,69,70,19.6
406,Break the Bank,8,Thief#1,68,69,19
407,Break the Bank,8,Thief#1,67,68,18.5
408,Break the Bank,8,Thief#1,66,67,18
409,Break the Bank,8,Thief#1,65,66,17.5
410,Break the Bank,8,Thief#1,64,65,17
411,Break the Bank,8,Thief#1,63,64,16
412,Break the Bank,8,Thief#1,62,63,15
413,Break the Bank,8,Thief#1,61,62,14
414,Break the Bank,8,Thief#1,60,61,13
415,Break the Bank,8,Thief#1,59,60,12
416,Break the Bank,8,Thief#2,99,100,27
417,Break the Bank,8,Thief#2,98,99,26.95
418,Break the Bank,8,Thief#2,97,98,26.9
419,Break the Bank,8,Thief#2,96,97,26.85
420,Break the Bank,8,Thief#2,95,96,26.8
421,Break the Bank,8,Thief#2,94,95,26.75
422,Break the Bank,8,Thief#2,93,94,26.7
423,Break the Bank,8,Thief#2,92,93,26.65
424,Break the Bank,8,Thief#2,91,92,26.6
425,Break the Bank,8,Thief#2,90,91,26.55
426,Break the Bank,8,Thief#2,89,90,26.5
427,Break the Bank,8,Thief#2,88,89,26.45
428,Break the Bank,8,Thief#2,87,88,26.4
429,Break the Bank,8,Thief#2,86,87,26.35
430,Break the Bank,8,Thief#2,85,86,26.3
431,Break the Bank,8,Thief#2,84,85,26.25
432,Break the Bank,8,Thief#2,83,84,26.2
433,Break the Bank,8,Thief#2,82,83,26.15
434,Break the Bank,8,Thief#2,81,82,26.1
435,Break the Bank,8,Thief#2,80,81,26.05
436,Break the Bank,8,Thief#2,79,80,26
437,Break the Bank,8,Thief#2,78,79,25.834
438,Break the Bank,8,Thief#2,77,78,25.667
439,Break the Bank,8,Thief#2,76,77,25.5
440,Break the Bank,8,Thief#2,75,76,25.334
441,Break the Bank,8,Thief#2,74,75,25.167
442,Break the Bank,8,Thief#2,73,74,25
443,Break the Bank,8,Thief#2,72,73,23.6
444,Break the Bank,8,Thief#2,71,72,22.2
445,Break the Bank,8,Thief#2,70,71,20.8
446,Break the Bank,8,Thief#2,69,70,19.4
447,Break the Bank,8,Thief#2,68,69,18
448,Break the Bank,8,Thief#2,67,68,17.25
449,Break the Bank,8,Thief#2,66,67,16.5
450,Break the Bank,8,Thief#2,65,66,15.75
451,Break the Bank,8,Thief#2,64,65,15
452,Clinical Precision,8,Assassin#1,99,100,19
453,Clinical Precision,8,Assassin#1,98,99,18.95
454,Clinical Precision,8,Assassin#1,97,98,18.9
455,Clinical Precision,8,Assassin#1,96,97,18.85
456,Clinical Precision,8,Assassin#1,95,96,18.8
457,Clinical Precision,8,Assassin#1,94,95,18.75
458,Clinical Precision,8,Assassin#1,93,94,18.7
459,Clinical Precision,8,Assassin#1,92,93,18.65
460,Clinical Precision,8,Assassin#1,91,92,18.6
461,Clinical Precision,8,Assassin#1,90,91,18.55
462,Clinical Precision,8,Assassin#1,89,90,18.5
463,Clinical Precision,8,Assassin#1,88,89,18.45
464,Clinical Precision,8,Assassin#1,87,88,18.4
465,Clinical Precision,8,Assassin#1,86,87,18.35
466,Clinical Precision,8,Assassin#1,85,86,18.3
467,Clinical Precision,8,Assassin#1,84,85,18.25
468,Clinical Precision,8,Assassin#1,83,84,18.2
469,Clinical Precision,8,Assassin#1,82,83,18.15
470,Clinical Precision,8,Assassin#1,81,82,18.1
471,Clinical Precision,8,Assassin#1,80,81,18.05
472,Clinical Precision,8,Assassin#1,79,80,18
473,Clinical Precision,8,Assassin#1,78,79,17.8
474,Clinical Precision,8,Assassin#1,77,78,17.6
475,Clinical Precision,8,Assassin#1,76,77,17.4
476,Clinical Precision,8,Assassin#1,75,76,17.2
477,Clinical Precision,8,Assassin#1,74,75,17
478,Clinical Precision,8,Assassin#1,73,74,16.8
479,Clinical Precision,8,Assassin#1,72,73,16.6
480,Clinical Precision,8,Assassin#1,71,72,16.4
481,Clinical Precision,8,Assassin#1,70,71,16.2
482,Clinical Precision,8,Assassin#1,69,70,16
483,Clinical Precision,8,Assassin#1,68,69,15.8
484,Clinical Precision,8,Assassin#1,67,68,15.6
485,Clinical Precision,8,Assassin#1,66,67,15.4
486,Clinical Precision,8,Assassin#1,65,66,15.2
487,Clinical Precision,8,Assassin#1,64,65,15
488,Clinical Precision,8,Assassin#1,63,64,14.8
489,Clinical Precision,8,Assassin#1,62,63,14.6
490,Clinical Precision,8,Assassin#1,61,62,14.4
491,Clinical Precision,8,Assassin#1,60,61,14.2
492,Clinical Precision,8,Assassin#1,59,60,14
493,Clinical Precision,8,Cat Burglar#1,99,100,22
494,Clinical Precision,8,Cat Burglar#1,98,99,21.95
495,Clinical Precision,8,Cat Burglar#1,97,98,21.9
496,Clinical Precision,8,Cat Burglar#1,96,97,21.85
497,Clinical Precision,8,Cat Burglar#1,95,96,21.8
498,Clinical Precision,8,Cat Burglar#1,94,95,21.75
499,Clinical Precision,8,Cat Burglar#1,93,94,21.7
500,Clinical Precision,8,Cat Burglar#1,92,93,21.65
501,Clinical Precision,8,Cat Burglar#1,91,92,21.6
502,Clinical Precision,8,Cat Burglar#1,90,91,21.55
503,Clinical Precision,8,Cat Burglar#1,89,90,21.5
504,Clinical Precision,8,Cat Burglar#1,88,89,21.45
505,Clinical Precision,8,Cat Burglar#1,87,88,21.4
506,Clinical Precision,8,Cat Burglar#1,86,87,21.35
507,Clinical Precision,8,Cat Burglar#1,85,86,21.3
508,Clinical Precision,8,Cat Burglar#1,84,85,21.25
509,Clinical Precision,8,Cat Burglar#1,83,84,21.2
510,Clinical Precision,8,Cat Burglar#1,82,83,21.15
511,Clinical Precision,8,Cat Burglar#1,81,82,21.1
512,Clinical Precision,8,Cat Burglar#1,80,81,21.05
513,Clinical Precision,8,Cat Burglar#1,79,80,21
514,Clinical Precision,8,Cat Burglar#1,78,79,20.6
515,Clinical Precision,8,Cat Burglar#1,77,78,20.2
516,Clinical Precision,8,Cat Burglar#1,76,77,19.8
517,Clinical Precision,8,Cat Burglar#1,75,76,19.4
518,Clinical Precision,8,Cat Burglar#1,74,75,19
519,Clinical Precision,8,Cat Burglar#1,73,74,18.4
520,Clinical Precision,8,Cat Burglar#1,72,73,17.8
521,Clinical Precision,8,Cat Burglar#1,71,72,17.2
522,Clinical Precision,8,Cat Burglar#1,70,71,16.6
523,Clinical Precision,8,Cat Burglar#1,69,70,16
524,Clinical Precision,8,Cat Burglar#1,68,69,15.4
525,Clinical Precision,8,Cat Burglar#1,67,68,14.8
526,Clinical Precision,8,Cat Burglar#1,66,67,14.2
527,Clinical Precision,8,Cat Burglar#1,65,66,13.6
528,Clinical Precision,8,Cat Burglar#1,64,65,13
529,Clinical Precision,8,Cat Burglar#1,63,64,12.4
530,Clinical Precision,8,Cat Burglar#1,62,63,11.8
